case_id,date_reception,commune,activite,type_autorisation,canal_depot,pieces_fournies,pieces_obligatoires_attendues,pieces_manquantes,service_competent,delai_instruction_indicatif,risque_principal,decision_attendue,niveau_hitl,question_administrateur_exemple,relations_graphrag_attendues,source_principale_url,note
AUT-2026-0124,2026-09-10,Meknes,logistique urbaine,autorisation enseigne,CRI,plan amenagement; plan cadastral; statuts societe; registre de commerce; CIN representant; certificat de conformite; certificat propriete ou bail,plan amenagement; demande manuscrite; statuts societe; certificat de conformite; CIN representant; certificat propriete ou bail; plan cadastral; registre de commerce,demande manuscrite,plateforme Rokhas,30 jours,activite soumise a autorisation specifique,demande_complement,ORANGE,Verifier si le dossier AUT-2026-0124 permet d'instruire une autorisation enseigne et lister les pieces manquantes.,autorisation enseigne->exige->plan amenagement;demande manuscrite;statuts societe;certificat de conformite;CIN representant;certificat propriete ou bail;plan cadastral;registre de commerce; Dossier->a_fourni->plan amenagement;plan cadastral;statuts societe;registre de commerce;CIN representant;certificat de conformite;certificat propriete ou bail; Dossier->manque->demande manuscrite; Risque->ORANGE,https://rokhas.ma/,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0125,2026-09-12,Casablanca,services de nettoyage,autorisation simple declaration,Guichet commune,plan amenagement; statuts societe; demande d'autorisation; plan cadastral; CIN representant; registre de commerce,demande d'autorisation; certificat de conformite; registre de commerce; plan amenagement; plan cadastral; CIN representant; demande manuscrite,certificat de conformite; demande manuscrite,plateforme Rokhas,a confirmer par service competent,adresse divergente,demande_complement,ORANGE,Verifier si le dossier AUT-2026-0125 permet d'instruire une autorisation simple declaration et lister les pieces manquantes.,autorisation simple declaration->exige->demande d'autorisation;certificat de conformite;registre de commerce;plan amenagement;plan cadastral;CIN representant;demande manuscrite; Dossier->a_fourni->plan amenagement;statuts societe;demande d'autorisation;plan cadastral;CIN representant;registre de commerce; Dossier->manque->certificat de conformite;demande manuscrite; Risque->ORANGE,https://rokhas.ma/,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0126,2026-09-14,Oujda,imprimerie,autorisation occupation temporaire,Rokhas,CIN representant; demande manuscrite; statuts societe; registre de commerce; photos du local; plan amenagement,registre de commerce; plan cadastral; demande manuscrite; certificat propriete ou bail; certificat de conformite; demande d'autorisation,plan cadastral; certificat propriete ou bail; certificat de conformite; demande d'autorisation,division affaires economiques,15 jours,surface local non documentee,demande_complement,ORANGE,Verifier si le dossier AUT-2026-0126 permet d'instruire une autorisation occupation temporaire et lister les pieces manquantes.,autorisation occupation temporaire->exige->registre de commerce;plan cadastral;demande manuscrite;certificat propriete ou bail;certificat de conformite;demande d'autorisation; Dossier->a_fourni->CIN representant;demande manuscrite;statuts societe;registre de commerce;photos du local;plan amenagement; Dossier->manque->plan cadastral;certificat propriete ou bail;certificat de conformite;demande d'autorisation; Risque->ORANGE,https://rokhas.ma/,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0127,2026-09-16,Fes,prestataire informatique,autorisation enseigne,CRI,CIN representant; photos du local; demande d'autorisation; certificat propriete ou bail; plan amenagement; statuts societe,plan amenagement; certificat de conformite; statuts societe; photos du local; demande manuscrite,certificat de conformite; demande manuscrite,guichet commune,15 jours,local non justifie,demande_complement,ORANGE,Verifier si le dossier AUT-2026-0127 permet d'instruire une autorisation enseigne et lister les pieces manquantes.,autorisation enseigne->exige->plan amenagement;certificat de conformite;statuts societe;photos du local;demande manuscrite; Dossier->a_fourni->CIN representant;photos du local;demande d'autorisation;certificat propriete ou bail;plan amenagement;statuts societe; Dossier->manque->certificat de conformite;demande manuscrite; Risque->ORANGE,https://rokhas.ma/,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0128,2026-09-18,Rabat,agence de voyage,autorisation ouverture etablissement,Rokhas,statuts societe; plan amenagement; photos du local; CIN representant; demande manuscrite; demande d'autorisation,demande d'autorisation; CIN representant; certificat propriete ou bail; plan amenagement; certificat de conformite; demande manuscrite; plan cadastral; statuts societe,certificat propriete ou bail; certificat de conformite; plan cadastral,guichet commune,a confirmer par service competent,risque hygiene/securite,demande_complement,ROUGE,Verifier si le dossier AUT-2026-0128 permet d'instruire une autorisation ouverture etablissement et lister les pieces manquantes.,autorisation ouverture etablissement->exige->demande d'autorisation;CIN representant;certificat propriete ou bail;plan amenagement;certificat de conformite;demande manuscrite;plan cadastral;statuts societe; Dossier->a_fourni->statuts societe;plan amenagement;photos du local;CIN representant;demande manuscrite;demande d'autorisation; Dossier->manque->certificat propriete ou bail;certificat de conformite;plan cadastral; Risque->ROUGE,https://rokhas.ma/,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0129,2026-09-20,Marrakech,production agroalimentaire,autorisation exploitation commerciale,Rokhas,plan cadastral; plan amenagement; CIN representant; photos du local,registre de commerce; CIN representant; statuts societe; plan cadastral; demande manuscrite; demande d'autorisation; plan amenagement; certificat de conformite,registre de commerce; statuts societe; demande manuscrite; demande d'autorisation; certificat de conformite,CRI / orientation investissement,15 jours,local non justifie,demande_complement,ORANGE,Verifier si le dossier AUT-2026-0129 permet d'instruire une autorisation exploitation commerciale et lister les pieces manquantes.,autorisation exploitation commerciale->exige->registre de commerce;CIN representant;statuts societe;plan cadastral;demande manuscrite;demande d'autorisation;plan amenagement;certificat de conformite; Dossier->a_fourni->plan cadastral;plan amenagement;CIN representant;photos du local; Dossier->manque->registre de commerce;statuts societe;demande manuscrite;demande d'autorisation;certificat de conformite; Risque->ORANGE,https://rabat.eregulations.org/procedure/112/75?l=fr,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0130,2026-09-22,Marrakech,bureau d'etudes,autorisation occupation temporaire,CRI,statuts societe; CIN representant; photos du local; demande d'autorisation; plan amenagement; certificat propriete ou bail,statuts societe; photos du local; registre de commerce; demande manuscrite; plan cadastral; demande d'autorisation; certificat de conformite; certificat propriete ou bail,registre de commerce; demande manuscrite; plan cadastral; certificat de conformite,service autorisations economiques,15 jours,activite soumise a autorisation specifique,demande_complement,ORANGE,Verifier si le dossier AUT-2026-0130 permet d'instruire une autorisation occupation temporaire et lister les pieces manquantes.,autorisation occupation temporaire->exige->statuts societe;photos du local;registre de commerce;demande manuscrite;plan cadastral;demande d'autorisation;certificat de conformite;certificat propriete ou bail; Dossier->a_fourni->statuts societe;CIN representant;photos du local;demande d'autorisation;plan amenagement;certificat propriete ou bail; Dossier->manque->registre de commerce;demande manuscrite;plan cadastral;certificat de conformite; Risque->ORANGE,https://rokhas.ma/,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0131,2026-09-24,Meknes,restaurant et restauration rapide,autorisation enseigne,CRI,certificat de conformite; registre de commerce; photos du local; plan cadastral; demande d'autorisation; certificat propriete ou bail,plan cadastral; CIN representant; demande d'autorisation; plan amenagement; statuts societe,CIN representant; plan amenagement; statuts societe,service autorisations economiques,7 jours,piece identite absente,demande_complement,ORANGE,Verifier si le dossier AUT-2026-0131 permet d'instruire une autorisation enseigne et lister les pieces manquantes.,autorisation enseigne->exige->plan cadastral;CIN representant;demande d'autorisation;plan amenagement;statuts societe; Dossier->a_fourni->certificat de conformite;registre de commerce;photos du local;plan cadastral;demande d'autorisation;certificat propriete ou bail; Dossier->manque->CIN representant;plan amenagement;statuts societe; Risque->ORANGE,https://rokhas.ma/,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0132,2026-09-26,Tanger,atelier de fabrication textile,autorisation enseigne,Depot papier scanne,photos du local; plan amenagement; CIN representant; demande d'autorisation; certificat de conformite; demande manuscrite; registre de commerce,demande manuscrite; certificat propriete ou bail; registre de commerce; CIN representant; certificat de conformite; plan amenagement,certificat propriete ou bail,plateforme Rokhas,30 jours,piece identite absente,demande_complement,ORANGE,Verifier si le dossier AUT-2026-0132 permet d'instruire une autorisation enseigne et lister les pieces manquantes.,autorisation enseigne->exige->demande manuscrite;certificat propriete ou bail;registre de commerce;CIN representant;certificat de conformite;plan amenagement; Dossier->a_fourni->photos du local;plan amenagement;CIN representant;demande d'autorisation;certificat de conformite;demande manuscrite;registre de commerce; Dossier->manque->certificat propriete ou bail; Risque->ORANGE,https://rokhas.ma/,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0133,2026-09-28,Casablanca,formation professionnelle privee,autorisation activite alimentaire,Guichet commune,registre de commerce; certificat propriete ou bail; certificat de conformite; CIN representant; plan amenagement; photos du local; statuts societe,CIN representant; registre de commerce; photos du local; demande manuscrite; plan amenagement; certificat de conformite; plan cadastral; statuts societe,demande manuscrite; plan cadastral,service autorisations economiques,30 jours,aucun risque majeur,demande_complement,ORANGE,Verifier si le dossier AUT-2026-0133 permet d'instruire une autorisation activite alimentaire et lister les pieces manquantes.,autorisation activite alimentaire->exige->CIN representant;registre de commerce;photos du local;demande manuscrite;plan amenagement;certificat de conformite;plan cadastral;statuts societe; Dossier->a_fourni->registre de commerce;certificat propriete ou bail;certificat de conformite;CIN representant;plan amenagement;photos du local;statuts societe; Dossier->manque->demande manuscrite;plan cadastral; Risque->ORANGE,https://rokhas.ma/,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0134,2026-09-30,Laayoune,restaurant et restauration rapide,autorisation activite alimentaire,Rokhas,registre de commerce; statuts societe; photos du local; CIN representant; plan amenagement; certificat de conformite; demande d'autorisation,photos du local; certificat propriete ou bail; plan cadastral; demande manuscrite; statuts societe; CIN representant,certificat propriete ou bail; plan cadastral; demande manuscrite,division affaires economiques,15 jours,activite soumise a autorisation specifique,demande_complement,ORANGE,Verifier si le dossier AUT-2026-0134 permet d'instruire une autorisation activite alimentaire et lister les pieces manquantes.,autorisation activite alimentaire->exige->photos du local;certificat propriete ou bail;plan cadastral;demande manuscrite;statuts societe;CIN representant; Dossier->a_fourni->registre de commerce;statuts societe;photos du local;CIN representant;plan amenagement;certificat de conformite;demande d'autorisation; Dossier->manque->certificat propriete ou bail;plan cadastral;demande manuscrite; Risque->ORANGE,https://rokhas.ma/,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0135,2026-10-02,Casablanca,imprimerie,autorisation exploitation commerciale,Depot papier scanne,plan amenagement; demande manuscrite; statuts societe; demande d'autorisation; registre de commerce; certificat propriete ou bail,certificat propriete ou bail; plan amenagement; CIN representant; demande d'autorisation; plan cadastral; statuts societe,CIN representant; plan cadastral,service autorisations economiques,a confirmer par service competent,activite soumise a autorisation specifique,demande_complement,ORANGE,Verifier si le dossier AUT-2026-0135 permet d'instruire une autorisation exploitation commerciale et lister les pieces manquantes.,autorisation exploitation commerciale->exige->certificat propriete ou bail;plan amenagement;CIN representant;demande d'autorisation;plan cadastral;statuts societe; Dossier->a_fourni->plan amenagement;demande manuscrite;statuts societe;demande d'autorisation;registre de commerce;certificat propriete ou bail; Dossier->manque->CIN representant;plan cadastral; Risque->ORANGE,https://rabat.eregulations.org/procedure/112/75?l=fr,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0136,2026-10-04,Tanger,restaurant et restauration rapide,autorisation ouverture etablissement,Guichet commune,certificat de conformite; statuts societe; demande d'autorisation,photos du local; demande manuscrite; plan cadastral; plan amenagement; registre de commerce,photos du local; demande manuscrite; plan cadastral; plan amenagement; registre de commerce,CRI / orientation investissement,7 jours,activite soumise a autorisation specifique,demande_complement,ORANGE,Verifier si le dossier AUT-2026-0136 permet d'instruire une autorisation ouverture etablissement et lister les pieces manquantes.,autorisation ouverture etablissement->exige->photos du local;demande manuscrite;plan cadastral;plan amenagement;registre de commerce; Dossier->a_fourni->certificat de conformite;statuts societe;demande d'autorisation; Dossier->manque->photos du local;demande manuscrite;plan cadastral;plan amenagement;registre de commerce; Risque->ORANGE,https://rokhas.ma/,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0137,2026-10-06,Tetouan,bureau d'etudes,autorisation exploitation commerciale,Rokhas,registre de commerce; demande manuscrite; plan cadastral; photos du local; demande d'autorisation; statuts societe; certificat de conformite,demande manuscrite; plan cadastral; CIN representant; certificat propriete ou bail; statuts societe; certificat de conformite,CIN representant; certificat propriete ou bail,division affaires economiques,15 jours,aucun risque majeur,demande_complement,ORANGE,Verifier si le dossier AUT-2026-0137 permet d'instruire une autorisation exploitation commerciale et lister les pieces manquantes.,autorisation exploitation commerciale->exige->demande manuscrite;plan cadastral;CIN representant;certificat propriete ou bail;statuts societe;certificat de conformite; Dossier->a_fourni->registre de commerce;demande manuscrite;plan cadastral;photos du local;demande d'autorisation;statuts societe;certificat de conformite; Dossier->manque->CIN representant;certificat propriete ou bail; Risque->ORANGE,https://rabat.eregulations.org/procedure/112/75?l=fr,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0138,2026-10-08,Beni Mellal,imprimerie,autorisation activite alimentaire,Depot papier scanne,photos du local; certificat de conformite; plan cadastral; plan amenagement; demande manuscrite; CIN representant; registre de commerce,demande manuscrite; photos du local; registre de commerce; statuts societe; plan cadastral; CIN representant; plan amenagement; certificat propriete ou bail,statuts societe; certificat propriete ou bail,CRI / orientation investissement,30 jours,adresse divergente,demande_complement,ORANGE,Verifier si le dossier AUT-2026-0138 permet d'instruire une autorisation activite alimentaire et lister les pieces manquantes.,autorisation activite alimentaire->exige->demande manuscrite;photos du local;registre de commerce;statuts societe;plan cadastral;CIN representant;plan amenagement;certificat propriete ou bail; Dossier->a_fourni->photos du local;certificat de conformite;plan cadastral;plan amenagement;demande manuscrite;CIN representant;registre de commerce; Dossier->manque->statuts societe;certificat propriete ou bail; Risque->ORANGE,https://rokhas.ma/,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0139,2026-10-10,Agadir,commerce de detail alimentaire,autorisation enseigne,CRI,statuts societe; demande d'autorisation; certificat de conformite; certificat propriete ou bail,plan amenagement; plan cadastral; demande d'autorisation; photos du local; certificat de conformite; registre de commerce; demande manuscrite; statuts societe,plan amenagement; plan cadastral; photos du local; registre de commerce; demande manuscrite,CRI / orientation investissement,15 jours,adresse divergente,demande_complement,ORANGE,Verifier si le dossier AUT-2026-0139 permet d'instruire une autorisation enseigne et lister les pieces manquantes.,autorisation enseigne->exige->plan amenagement;plan cadastral;demande d'autorisation;photos du local;certificat de conformite;registre de commerce;demande manuscrite;statuts societe; Dossier->a_fourni->statuts societe;demande d'autorisation;certificat de conformite;certificat propriete ou bail; Dossier->manque->plan amenagement;plan cadastral;photos du local;registre de commerce;demande manuscrite; Risque->ORANGE,https://rokhas.ma/,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0140,2026-10-12,Beni Mellal,formation professionnelle privee,autorisation exploitation commerciale,Guichet commune,certificat de conformite; CIN representant; demande manuscrite; registre de commerce; plan cadastral,plan amenagement; photos du local; registre de commerce; certificat propriete ou bail; certificat de conformite,plan amenagement; photos du local; certificat propriete ou bail,service autorisations economiques,30 jours,activite soumise a autorisation specifique,demande_complement,ORANGE,Verifier si le dossier AUT-2026-0140 permet d'instruire une autorisation exploitation commerciale et lister les pieces manquantes.,autorisation exploitation commerciale->exige->plan amenagement;photos du local;registre de commerce;certificat propriete ou bail;certificat de conformite; Dossier->a_fourni->certificat de conformite;CIN representant;demande manuscrite;registre de commerce;plan cadastral; Dossier->manque->plan amenagement;photos du local;certificat propriete ou bail; Risque->ORANGE,https://rabat.eregulations.org/procedure/112/75?l=fr,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0141,2026-10-14,Marrakech,commerce de detail alimentaire,autorisation occupation temporaire,Depot papier scanne,certificat propriete ou bail; demande d'autorisation; photos du local; registre de commerce; CIN representant; plan amenagement,plan amenagement; certificat propriete ou bail; statuts societe; demande d'autorisation; photos du local; certificat de conformite,statuts societe; certificat de conformite,service autorisations economiques,30 jours,activite soumise a autorisation specifique,demande_complement,ORANGE,Verifier si le dossier AUT-2026-0141 permet d'instruire une autorisation occupation temporaire et lister les pieces manquantes.,autorisation occupation temporaire->exige->plan amenagement;certificat propriete ou bail;statuts societe;demande d'autorisation;photos du local;certificat de conformite; Dossier->a_fourni->certificat propriete ou bail;demande d'autorisation;photos du local;registre de commerce;CIN representant;plan amenagement; Dossier->manque->statuts societe;certificat de conformite; Risque->ORANGE,https://rokhas.ma/,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0142,2026-10-16,Marrakech,bureau d'etudes,autorisation activite alimentaire,CRI,registre de commerce; demande d'autorisation; plan cadastral; CIN representant,photos du local; demande manuscrite; registre de commerce; plan amenagement; statuts societe,photos du local; demande manuscrite; plan amenagement; statuts societe,plateforme Rokhas,15 jours,activite soumise a autorisation specifique,demande_complement,ORANGE,Verifier si le dossier AUT-2026-0142 permet d'instruire une autorisation activite alimentaire et lister les pieces manquantes.,autorisation activite alimentaire->exige->photos du local;demande manuscrite;registre de commerce;plan amenagement;statuts societe; Dossier->a_fourni->registre de commerce;demande d'autorisation;plan cadastral;CIN representant; Dossier->manque->photos du local;demande manuscrite;plan amenagement;statuts societe; Risque->ORANGE,https://rokhas.ma/,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0143,2026-10-18,Meknes,formation professionnelle privee,autorisation simple declaration,Guichet commune,demande manuscrite; plan cadastral; registre de commerce; certificat de conformite; certificat propriete ou bail; CIN representant,certificat propriete ou bail; plan amenagement; demande d'autorisation; statuts societe; CIN representant; registre de commerce; demande manuscrite,plan amenagement; demande d'autorisation; statuts societe,CRI / orientation investissement,15 jours,adresse divergente,demande_complement,ORANGE,Verifier si le dossier AUT-2026-0143 permet d'instruire une autorisation simple declaration et lister les pieces manquantes.,autorisation simple declaration->exige->certificat propriete ou bail;plan amenagement;demande d'autorisation;statuts societe;CIN representant;registre de commerce;demande manuscrite; Dossier->a_fourni->demande manuscrite;plan cadastral;registre de commerce;certificat de conformite;certificat propriete ou bail;CIN representant; Dossier->manque->plan amenagement;demande d'autorisation;statuts societe; Risque->ORANGE,https://rokhas.ma/,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0144,2026-10-20,Agadir,imprimerie,autorisation simple declaration,CRI,certificat propriete ou bail; plan cadastral; demande manuscrite,statuts societe; plan cadastral; photos du local; plan amenagement; certificat de conformite,statuts societe; photos du local; plan amenagement; certificat de conformite,guichet commune,7 jours,risque hygiene/securite,demande_complement,ROUGE,Verifier si le dossier AUT-2026-0144 permet d'instruire une autorisation simple declaration et lister les pieces manquantes.,autorisation simple declaration->exige->statuts societe;plan cadastral;photos du local;plan amenagement;certificat de conformite; Dossier->a_fourni->certificat propriete ou bail;plan cadastral;demande manuscrite; Dossier->manque->statuts societe;photos du local;plan amenagement;certificat de conformite; Risque->ROUGE,https://rokhas.ma/,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0145,2026-10-22,Marrakech,agence de voyage,autorisation enseigne,CRI,photos du local; registre de commerce; certificat propriete ou bail; demande d'autorisation,photos du local; plan amenagement; registre de commerce; CIN representant; demande d'autorisation; certificat propriete ou bail,plan amenagement; CIN representant,service autorisations economiques,30 jours,local non justifie,demande_complement,ORANGE,Verifier si le dossier AUT-2026-0145 permet d'instruire une autorisation enseigne et lister les pieces manquantes.,autorisation enseigne->exige->photos du local;plan amenagement;registre de commerce;CIN representant;demande d'autorisation;certificat propriete ou bail; Dossier->a_fourni->photos du local;registre de commerce;certificat propriete ou bail;demande d'autorisation; Dossier->manque->plan amenagement;CIN representant; Risque->ORANGE,https://rokhas.ma/,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0146,2026-10-24,Laayoune,e-commerce artisanal,autorisation ouverture etablissement,Guichet commune,demande manuscrite; CIN representant; certificat de conformite; statuts societe,statuts societe; plan amenagement; demande manuscrite; demande d'autorisation; registre de commerce,plan amenagement; demande d'autorisation; registre de commerce,service autorisations economiques,a confirmer par service competent,surface local non documentee,demande_complement,ORANGE,Verifier si le dossier AUT-2026-0146 permet d'instruire une autorisation ouverture etablissement et lister les pieces manquantes.,autorisation ouverture etablissement->exige->statuts societe;plan amenagement;demande manuscrite;demande d'autorisation;registre de commerce; Dossier->a_fourni->demande manuscrite;CIN representant;certificat de conformite;statuts societe; Dossier->manque->plan amenagement;demande d'autorisation;registre de commerce; Risque->ORANGE,https://rokhas.ma/,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0147,2026-10-26,Settat,services de nettoyage,autorisation activite alimentaire,Rokhas,statuts societe; demande d'autorisation; plan amenagement; photos du local; demande manuscrite; plan cadastral; CIN representant,statuts societe; registre de commerce; demande d'autorisation; demande manuscrite; certificat propriete ou bail,registre de commerce; certificat propriete ou bail,service autorisations economiques,30 jours,surface local non documentee,demande_complement,ORANGE,Verifier si le dossier AUT-2026-0147 permet d'instruire une autorisation activite alimentaire et lister les pieces manquantes.,autorisation activite alimentaire->exige->statuts societe;registre de commerce;demande d'autorisation;demande manuscrite;certificat propriete ou bail; Dossier->a_fourni->statuts societe;demande d'autorisation;plan amenagement;photos du local;demande manuscrite;plan cadastral;CIN representant; Dossier->manque->registre de commerce;certificat propriete ou bail; Risque->ORANGE,https://rokhas.ma/,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0148,2026-10-28,Laayoune,logistique urbaine,autorisation ouverture etablissement,CRI,demande manuscrite; plan amenagement; demande d'autorisation; certificat de conformite,CIN representant; plan cadastral; certificat propriete ou bail; registre de commerce; certificat de conformite; statuts societe; demande d'autorisation; photos du local,CIN representant; plan cadastral; certificat propriete ou bail; registre de commerce; statuts societe; photos du local,plateforme Rokhas,a confirmer par service competent,adresse divergente,demande_complement,ORANGE,Verifier si le dossier AUT-2026-0148 permet d'instruire une autorisation ouverture etablissement et lister les pieces manquantes.,autorisation ouverture etablissement->exige->CIN representant;plan cadastral;certificat propriete ou bail;registre de commerce;certificat de conformite;statuts societe;demande d'autorisation;photos du local; Dossier->a_fourni->demande manuscrite;plan amenagement;demande d'autorisation;certificat de conformite; Dossier->manque->CIN representant;plan cadastral;certificat propriete ou bail;registre de commerce;statuts societe;photos du local; Risque->ORANGE,https://rokhas.ma/,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0149,2026-10-30,Oujda,commerce de detail alimentaire,autorisation ouverture etablissement,CRI,demande manuscrite; statuts societe; demande d'autorisation; photos du local,demande d'autorisation; photos du local; demande manuscrite; registre de commerce; plan amenagement; plan cadastral,registre de commerce; plan amenagement; plan cadastral,division affaires economiques,15 jours,surface local non documentee,demande_complement,ORANGE,Verifier si le dossier AUT-2026-0149 permet d'instruire une autorisation ouverture etablissement et lister les pieces manquantes.,autorisation ouverture etablissement->exige->demande d'autorisation;photos du local;demande manuscrite;registre de commerce;plan amenagement;plan cadastral; Dossier->a_fourni->demande manuscrite;statuts societe;demande d'autorisation;photos du local; Dossier->manque->registre de commerce;plan amenagement;plan cadastral; Risque->ORANGE,https://rokhas.ma/,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
AUT-2026-0150,2026-11-01,Meknes,agence de voyage,autorisation enseigne,Guichet commune,certificat de conformite; registre de commerce; plan cadastral; demande manuscrite,registre de commerce; certificat propriete ou bail; plan cadastral; statuts societe; photos du local; plan amenagement; demande manuscrite; CIN representant,certificat propriete ou bail; statuts societe; photos du local; plan amenagement; CIN representant,division affaires economiques,15 jours,risque hygiene/securite,demande_complement,ROUGE,Verifier si le dossier AUT-2026-0150 permet d'instruire une autorisation enseigne et lister les pieces manquantes.,autorisation enseigne->exige->registre de commerce;certificat propriete ou bail;plan cadastral;statuts societe;photos du local;plan amenagement;demande manuscrite;CIN representant; Dossier->a_fourni->certificat de conformite;registre de commerce;plan cadastral;demande manuscrite; Dossier->manque->certificat propriete ou bail;statuts societe;photos du local;plan amenagement;CIN representant; Risque->ROUGE,https://rokhas.ma/,cas synthetique base sur logique de pieces et d'autorisation; verifier la procedure locale exacte
