case_id,date_reception,ville,profil_entreprise,activite,programme_demande,type_demande,effectif_declare,ca_estime_mad,montant_projet_mad,pieces_fournies,pieces_manquantes,conditions_remplies,conditions_non_verifiables,incoherences_detectees,decision_attendue,niveau_hitl,question_administrateur_exemple,relations_graphrag_attendues,source_principale_url,commentaire_extraction
AIDE-2026-0138,2026-05-23,Tetouan,PME,atelier mecanique,Go Siyaha,appui_tourisme,162,11637537,7227236,attestation fiscale; CIN gerant; bail commercial; devis prestataire; statuts; RIB,decision contestee non jointe; plan de financement incomplet,situation_fiscale_documentee; projet_chiffre,regularite_sociale,adresse local differente entre bail et formulaire,escalade_hitl_rouge,ROUGE,"Analyse le dossier AIDE-2026-0138 et indique si la PME est eligible a Go Siyaha, les pieces manquantes et le niveau HITL.",Entreprise->demande->Go Siyaha; Go Siyaha->exige->pieces_justificatives; Dossier->manque->decision contestee non jointe;plan de financement incomplet; Incoherence->ROUGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0139,2026-05-24,Oujda,PME,atelier mecanique,Go Siyaha,appui_tourisme,139,8194327,4102775,attestation CNSS; bail commercial; decision contestee; RIB; devis prestataire,statuts non fournis; justificatif local absent,projet_chiffre,regularite_fiscale,activite secondaire mentionnee dans un email,non_eligible_temporaire,ORANGE,"Analyse le dossier AIDE-2026-0139 et indique si la PME est eligible a Go Siyaha, les pieces manquantes et le niveau HITL.",Entreprise->demande->Go Siyaha; Go Siyaha->exige->pieces_justificatives; Dossier->manque->statuts non fournis;justificatif local absent; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0140,2026-05-25,Marrakech,TPE,hebergement touristique,PACT Decarbonation Eau,croissance_verte,22,581645,1946542,decision contestee; photos du local; CIN gerant; formulaire signe; registre de commerce; devis prestataire; RIB,activite declaree incoherente; justificatif local absent,entreprise_identifiee; projet_chiffre,regularite_fiscale; regularite_sociale,activite secondaire mentionnee dans un email,non_eligible_temporaire,ORANGE,"Analyse le dossier AIDE-2026-0140 et indique si la TPE est eligible a PACT Decarbonation Eau, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Decarbonation Eau; PACT Decarbonation Eau->exige->pieces_justificatives; Dossier->manque->activite declaree incoherente;justificatif local absent; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0141,2026-05-26,Rabat,PME,imprimerie,PACT Decarbonation Eau,croissance_verte,152,12401825,11325070,devis prestataire; photos du local; statuts; registre de commerce; attestation fiscale,montant investissement non ventile; objet de demande mal qualifie,entreprise_identifiee; situation_fiscale_documentee; projet_chiffre,regularite_sociale,adresse local differente entre bail et formulaire,avis_favorable_conditionnel,ORANGE,"Analyse le dossier AIDE-2026-0141 et indique si la PME est eligible a PACT Decarbonation Eau, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Decarbonation Eau; PACT Decarbonation Eau->exige->pieces_justificatives; Dossier->manque->montant investissement non ventile;objet de demande mal qualifie; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0142,2026-05-27,Marrakech,TPE,formation professionnelle privee,Go Siyaha,appui_tourisme,9,2565588,1408951,statuts; decision contestee; attestation CNSS; attestation fiscale; registre de commerce; preuve depot initial; plan de financement; ICE,objet de demande mal qualifie; activite declaree incoherente; justificatif local absent,entreprise_identifiee; situation_fiscale_documentee; financement_decrit,cout_projet,adresse local differente entre bail et formulaire,orientation_autre_service,ORANGE,"Analyse le dossier AIDE-2026-0142 et indique si la TPE est eligible a Go Siyaha, les pieces manquantes et le niveau HITL.",Entreprise->demande->Go Siyaha; Go Siyaha->exige->pieces_justificatives; Dossier->manque->objet de demande mal qualifie;activite declaree incoherente;justificatif local absent; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0143,2026-05-28,Agadir,PME,imprimerie,PACT Decarbonation Eau,croissance_verte,96,5499960,7004595,formulaire signe; devis prestataire; bail commercial; attestation CNSS; attestation fiscale; certificat de propriete; photos du local; preuve depot initial,registre de commerce illisible; montant investissement non ventile,situation_fiscale_documentee; projet_chiffre,aucune,statut fiscal non verifiable,escalade_hitl_orange,ORANGE,"Analyse le dossier AIDE-2026-0143 et indique si la PME est eligible a PACT Decarbonation Eau, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Decarbonation Eau; PACT Decarbonation Eau->exige->pieces_justificatives; Dossier->manque->registre de commerce illisible;montant investissement non ventile; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0144,2026-05-29,Oujda,TPE,salon de coiffure,MOWAKABA Digitalisation,aide_digitalisation,17,2559562,1475847,registre de commerce; attestation fiscale; devis prestataire; plan de financement; photos du local; RIB,justificatif local absent; preuve de depot initiale absente,entreprise_identifiee; situation_fiscale_documentee; projet_chiffre; financement_decrit,regularite_sociale,montant devis different du plan de financement,demande_complement,ORANGE,"Analyse le dossier AIDE-2026-0144 et indique si la TPE est eligible a MOWAKABA Digitalisation, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Digitalisation; MOWAKABA Digitalisation->exige->pieces_justificatives; Dossier->manque->justificatif local absent;preuve de depot initiale absente; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/accompagnement-technique/digitalisation-des-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0145,2026-05-30,Laayoune,PME,atelier de fabrication textile,ISTITMAR PME,prime_investissement_pme,21,13973694,11270796,formulaire signe; CIN gerant; photos du local; attestation CNSS; decision contestee; bail commercial; devis prestataire; preuve depot initial,objet de demande mal qualifie,projet_chiffre,regularite_fiscale,statut fiscal non verifiable,avis_favorable_conditionnel,ORANGE,"Analyse le dossier AIDE-2026-0145 et indique si la PME est eligible a ISTITMAR PME, les pieces manquantes et le niveau HITL.",Entreprise->demande->ISTITMAR PME; ISTITMAR PME->exige->pieces_justificatives; Dossier->manque->objet de demande mal qualifie; Incoherence->ORANGE,https://marocpme.gov.ma/istitmar/istitmar-pme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0146,2026-05-31,Settat,TPE,e-commerce artisanal,MOWAKABA Digitalisation,aide_digitalisation,23,2296209,125983,CIN gerant; decision contestee; bail commercial; statuts; ICE; preuve depot initial; registre de commerce; photos du local,activite declaree incoherente; plan de financement incomplet; attestation fiscale absente,entreprise_identifiee,regularite_fiscale; regularite_sociale; cout_projet,adresse local differente entre bail et formulaire,orientation_autre_service,ORANGE,"Analyse le dossier AIDE-2026-0146 et indique si la TPE est eligible a MOWAKABA Digitalisation, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Digitalisation; MOWAKABA Digitalisation->exige->pieces_justificatives; Dossier->manque->activite declaree incoherente;plan de financement incomplet;attestation fiscale absente; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/accompagnement-technique/digitalisation-des-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0147,2026-06-01,Oujda,PME,atelier mecanique,MOWAKABA Digitalisation,aide_digitalisation,29,1865878,8857727,registre de commerce; devis prestataire; photos du local; attestation fiscale; decision contestee,plan de financement incomplet; montant investissement non ventile,entreprise_identifiee; situation_fiscale_documentee; projet_chiffre,regularite_sociale,statut fiscal non verifiable,orientation_autre_service,ORANGE,"Analyse le dossier AIDE-2026-0147 et indique si la PME est eligible a MOWAKABA Digitalisation, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Digitalisation; MOWAKABA Digitalisation->exige->pieces_justificatives; Dossier->manque->plan de financement incomplet;montant investissement non ventile; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/accompagnement-technique/digitalisation-des-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0148,2026-06-02,Beni Mellal,TPE,salon de coiffure,MOWAKABA Conseil et Expertise,aide_accompagnement,24,1197313,1318184,plan de financement; devis prestataire; attestation fiscale; attestation CNSS; certificat de propriete; RIB,montant investissement non ventile,situation_fiscale_documentee; projet_chiffre; financement_decrit,aucune,prestataire non identifiable,escalade_hitl_orange,ORANGE,"Analyse le dossier AIDE-2026-0148 et indique si la TPE est eligible a MOWAKABA Conseil et Expertise, les pieces manquantes et le niveau HITL.",Entreprise->demande->MOWAKABA Conseil et Expertise; MOWAKABA Conseil et Expertise->exige->pieces_justificatives; Dossier->manque->montant investissement non ventile; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0149,2026-06-03,Rabat,TPE,e-commerce artisanal,PACT Qualite,certification_labelisation,15,2954937,1449449,ICE; RIB; decision contestee; certificat de propriete; devis prestataire,attestation fiscale absente; preuve de depot initiale absente,projet_chiffre,regularite_fiscale; regularite_sociale,statut fiscal non verifiable,demande_complement,ORANGE,"Analyse le dossier AIDE-2026-0149 et indique si la TPE est eligible a PACT Qualite, les pieces manquantes et le niveau HITL.",Entreprise->demande->PACT Qualite; PACT Qualite->exige->pieces_justificatives; Dossier->manque->attestation fiscale absente;preuve de depot initiale absente; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
AIDE-2026-0150,2026-06-04,Laayoune,TPE,atelier de fabrication textile,Go Siyaha,appui_tourisme,7,1569044,125674,statuts; preuve depot initial; photos du local; plan de financement; formulaire signe,attestation fiscale absente; montant investissement non ventile,financement_decrit,regularite_fiscale; regularite_sociale; cout_projet,statut fiscal non verifiable,non_eligible_temporaire,ORANGE,"Analyse le dossier AIDE-2026-0150 et indique si la TPE est eligible a Go Siyaha, les pieces manquantes et le niveau HITL.",Entreprise->demande->Go Siyaha; Go Siyaha->exige->pieces_justificatives; Dossier->manque->attestation fiscale absente;montant investissement non ventile; Incoherence->ORANGE,https://marocpme.gov.ma/mowakaba-tpme/,cas synthetique pour extraction GraphRAG; ne pas utiliser comme decision administrative officielle
